device_id,anomaly_score,mfa,vpn,firewall
EdgeCam_2,0.543,1,0,0
EdgeCam_3,0.917,1,1,1
EdgeCam_3,0.514,0,0,0
EdgeCam_2,0.805,1,1,1
EdgeCam_4,0.151,0,1,1
EdgeCam_5,0.707,1,1,0
EdgeCam_5,0.588,1,1,1
EdgeCam_3,0.574,1,0,1
EdgeCam_1,0.418,0,1,1
EdgeCam_2,0.951,1,1,0
EdgeCam_4,0.989,1,1,0
EdgeCam_1,0.969,1,0,0
EdgeCam_5,0.284,0,0,0
EdgeCam_3,0.761,1,1,0
EdgeCam_1,0.662,0,1,1
EdgeCam_1,0.431,1,0,1
EdgeCam_5,0.455,1,0,0
EdgeCam_5,0.481,1,1,1
EdgeCam_2,0.687,0,1,0
EdgeCam_4,0.211,1,1,1
EdgeCam_2,0.16,1,0,1
EdgeCam_5,0.51,1,1,1
EdgeCam_3,0.337,1,1,0
EdgeCam_4,0.26,1,0,0
EdgeCam_1,0.106,0,0,1
EdgeCam_3,0.522,1,0,0
EdgeCam_2,0.614,0,0,1
EdgeCam_5,0.875,1,1,1
EdgeCam_4,0.223,0,1,0
EdgeCam_3,0.517,1,0,1
EdgeCam_3,0.867,1,0,1
EdgeCam_3,0.24,1,0,0
EdgeCam_4,0.122,1,0,1
EdgeCam_3,0.651,0,1,0
EdgeCam_1,0.888,1,1,0
EdgeCam_2,0.221,0,1,0
EdgeCam_4,0.603,0,0,0
EdgeCam_4,0.478,1,0,0
EdgeCam_3,0.455,1,0,0
EdgeCam_2,0.29,1,0,1
EdgeCam_1,0.416,0,1,0
EdgeCam_3,0.198,0,1,1
EdgeCam_3,0.311,0,1,1
EdgeCam_2,0.029,1,0,1
EdgeCam_1,0.137,1,0,1
EdgeCam_4,0.975,1,0,0
EdgeCam_4,0.42,1,1,1
EdgeCam_1,0.989,0,1,0
EdgeCam_2,0.501,0,0,0
EdgeCam_4,0.772,0,1,1
EdgeCam_4,0.883,0,1,1
EdgeCam_4,0.778,0,0,0
EdgeCam_2,0.839,1,0,1
EdgeCam_4,0.491,0,0,1
EdgeCam_1,0.72,1,1,1
EdgeCam_5,0.11,1,1,0
EdgeCam_5,0.981,1,1,1
EdgeCam_4,0.258,1,1,0
EdgeCam_1,0.275,1,1,1
EdgeCam_4,0.915,0,0,1
EdgeCam_1,0.501,0,1,0
EdgeCam_5,0.051,1,0,1
EdgeCam_4,0.456,0,0,0
EdgeCam_1,0.74,0,0,0
EdgeCam_4,0.8,0,0,1
EdgeCam_1,0.84,0,0,0
EdgeCam_2,0.713,0,1,1
EdgeCam_4,0.218,0,0,0
EdgeCam_3,0.429,1,0,0
EdgeCam_3,0.807,1,1,1
EdgeCam_5,0.957,0,0,0
EdgeCam_4,0.031,1,1,0
EdgeCam_2,0.208,1,1,0
EdgeCam_4,0.292,0,0,1
EdgeCam_4,0.656,0,1,0
EdgeCam_2,0.716,1,1,1
EdgeCam_2,0.389,1,0,0
EdgeCam_3,0.438,0,0,0
EdgeCam_1,0.599,0,1,1
EdgeCam_4,0.813,1,0,1
EdgeCam_3,0.211,1,0,1
EdgeCam_4,0.614,0,0,0
EdgeCam_3,0.05,0,1,0
EdgeCam_1,0.963,1,1,0
EdgeCam_4,0.585,1,0,0
EdgeCam_2,0.917,0,0,0
EdgeCam_2,0.672,0,0,0
EdgeCam_5,0.237,0,1,1
EdgeCam_1,0.112,0,0,1
EdgeCam_1,0.852,1,0,1
EdgeCam_5,0.423,0,1,1
EdgeCam_1,0.528,1,0,1
EdgeCam_3,0.059,0,0,1
EdgeCam_5,0.633,1,0,0
EdgeCam_2,0.166,0,0,0
EdgeCam_1,0.218,0,0,1
EdgeCam_5,0.15,0,0,1
EdgeCam_1,0.96,1,1,1
EdgeCam_1,0.999,0,0,1
EdgeCam_1,0.556,1,1,1
EdgeCam_1,0.649,0,0,0
EdgeCam_1,0.74,0,1,1
EdgeCam_2,0.522,1,1,0
EdgeCam_1,0.39,1,0,1
EdgeCam_3,0.935,0,0,1
EdgeCam_4,0.663,1,0,1
EdgeCam_1,0.761,0,0,1
EdgeCam_1,0.641,0,1,0
EdgeCam_4,0.053,0,0,1
EdgeCam_1,0.946,1,0,0
EdgeCam_5,0.252,1,0,1
EdgeCam_4,0.668,0,0,1
EdgeCam_5,0.82,0,1,1
EdgeCam_4,0.148,1,0,1
EdgeCam_4,0.624,0,0,1
EdgeCam_5,0.375,1,1,0
EdgeCam_3,0.264,1,0,0
EdgeCam_4,0.216,0,1,0
EdgeCam_4,0.578,1,0,0
EdgeCam_4,0.042,1,1,1
EdgeCam_5,0.121,0,1,0
EdgeCam_2,0.636,0,0,0
EdgeCam_1,0.533,1,1,0
EdgeCam_5,0.416,1,0,1
EdgeCam_3,0.939,1,0,0
EdgeCam_1,0.013,0,0,1
EdgeCam_4,0.789,0,0,0
EdgeCam_3,0.068,1,1,0
EdgeCam_1,0.69,0,1,1
EdgeCam_4,0.537,0,0,0
EdgeCam_1,0.244,0,1,1
EdgeCam_2,0.343,1,1,0
EdgeCam_5,0.563,1,1,0
EdgeCam_5,0.446,1,0,1
EdgeCam_2,0.798,1,0,0
EdgeCam_2,0.424,1,0,1
EdgeCam_1,0.653,0,0,0
EdgeCam_3,0.788,0,0,1
EdgeCam_2,0.522,0,1,0
EdgeCam_3,0.037,0,1,1
EdgeCam_1,0.768,1,0,0
EdgeCam_4,0.631,0,0,1
EdgeCam_5,0.106,1,0,1
EdgeCam_1,0.074,1,0,0
EdgeCam_4,0.271,1,0,1
EdgeCam_3,0.411,1,0,1
EdgeCam_2,0.175,1,1,0
EdgeCam_1,0.585,1,0,1
EdgeCam_5,0.865,1,1,1
EdgeCam_3,0.191,1,0,1
EdgeCam_2,0.518,1,1,1
EdgeCam_2,0.702,1,0,0
EdgeCam_3,0.86,0,1,0
EdgeCam_2,0.618,1,1,0
EdgeCam_5,0.554,0,0,0
EdgeCam_2,0.368,0,0,0
EdgeCam_5,0.568,0,0,0
EdgeCam_1,0.066,1,1,1
EdgeCam_2,0.859,1,0,1
EdgeCam_5,0.146,0,1,0
EdgeCam_2,0.626,1,0,0
EdgeCam_4,0.397,0,0,1
EdgeCam_3,0.827,0,0,0
EdgeCam_5,0.801,1,0,1
EdgeCam_4,0.043,1,1,0
EdgeCam_3,0.866,1,1,0
EdgeCam_5,0.507,0,1,0
EdgeCam_5,0.946,1,1,1
EdgeCam_3,0.628,1,1,1
EdgeCam_5,0.754,1,1,0
EdgeCam_2,0.614,0,1,0
EdgeCam_5,0.11,1,1,0
EdgeCam_5,0.357,0,1,0
EdgeCam_3,0.981,1,0,0
EdgeCam_2,0.651,0,0,0
EdgeCam_5,0.437,0,1,1
EdgeCam_3,0.087,0,0,1
EdgeCam_4,0.99,1,1,0
EdgeCam_2,0.336,1,0,0
EdgeCam_2,0.744,0,1,0
EdgeCam_5,0.324,0,1,1
EdgeCam_3,0.687,1,1,1
EdgeCam_1,0.606,1,1,0
EdgeCam_4,0.682,0,0,0
EdgeCam_4,0.522,0,0,1
EdgeCam_1,0.724,1,0,0
EdgeCam_1,0.675,1,1,1
EdgeCam_2,0.858,1,1,0
EdgeCam_3,0.108,0,0,0
EdgeCam_4,0.31,0,1,1
EdgeCam_2,0.562,1,0,0
EdgeCam_3,0.431,0,1,1
EdgeCam_2,0.669,0,1,1
EdgeCam_2,0.465,1,1,0
EdgeCam_2,0.034,0,1,0
EdgeCam_3,0.779,0,1,0
EdgeCam_2,0.378,0,1,0
EdgeCam_4,0.683,1,1,1
EdgeCam_5,0.381,1,0,0
EdgeCam_3,0.107,1,1,1
EdgeCam_4,0.739,0,1,1
EdgeCam_3,0.075,1,1,1
EdgeCam_3,0.687,1,1,0
EdgeCam_5,0.018,0,1,1
EdgeCam_4,0.599,1,1,1
EdgeCam_5,0.742,0,0,0
EdgeCam_3,0.665,0,0,1
EdgeCam_1,0.457,0,0,0
EdgeCam_1,0.073,1,0,1
EdgeCam_1,0.616,0,1,0
EdgeCam_3,0.022,0,0,1
EdgeCam_2,0.245,1,0,1
EdgeCam_4,0.997,1,0,1
EdgeCam_5,0.629,0,1,0
EdgeCam_5,0.44,1,1,0
EdgeCam_1,0.765,0,0,1
EdgeCam_1,0.334,0,1,1
EdgeCam_3,0.209,0,0,1
EdgeCam_4,0.951,1,0,1
EdgeCam_3,0.706,0,1,0
EdgeCam_3,0.519,1,1,1
EdgeCam_2,0.028,0,1,0
EdgeCam_2,0.051,1,1,0
EdgeCam_5,0.345,1,1,1
EdgeCam_2,0.781,0,0,1
EdgeCam_4,0.452,1,0,0
EdgeCam_3,0.426,0,0,1
EdgeCam_4,0.285,0,0,1
EdgeCam_5,0.848,1,1,1
EdgeCam_1,0.819,1,0,1
EdgeCam_2,0.327,0,1,1
EdgeCam_5,0.259,1,1,0
EdgeCam_2,0.575,0,1,1
EdgeCam_1,0.381,0,1,0
EdgeCam_2,0.719,1,0,1
EdgeCam_1,0.797,1,0,0
EdgeCam_4,0.795,0,0,0
EdgeCam_1,0.72,1,1,0
EdgeCam_1,0.038,0,0,1
EdgeCam_4,0.338,1,0,1
EdgeCam_2,0.829,0,0,1
EdgeCam_4,0.456,1,1,0
EdgeCam_2,0.407,1,0,0
EdgeCam_3,0.877,0,0,1
EdgeCam_1,0.593,1,0,0
EdgeCam_2,0.707,1,1,1
EdgeCam_2,0.642,0,0,0
EdgeCam_5,0.577,1,1,0
EdgeCam_5,0.911,0,0,1
EdgeCam_1,0.953,1,0,1
EdgeCam_3,0.714,1,1,0
EdgeCam_2,0.992,0,0,0
EdgeCam_3,0.748,0,1,1
EdgeCam_4,0.635,0,1,1
EdgeCam_2,0.343,0,1,0
EdgeCam_1,0.228,1,1,0
EdgeCam_5,0.357,1,0,0
EdgeCam_3,0.565,0,0,0
EdgeCam_3,0.637,0,1,1
EdgeCam_3,0.637,1,1,0
EdgeCam_2,0.053,1,1,1
EdgeCam_3,0.977,0,1,0
EdgeCam_5,0.258,0,1,1
EdgeCam_1,0.652,0,0,1
EdgeCam_4,0.839,1,0,0
EdgeCam_2,0.744,0,1,0
EdgeCam_4,0.703,0,0,1
EdgeCam_5,0.367,1,0,1
EdgeCam_5,0.709,1,0,1
EdgeCam_5,0.461,1,1,1
EdgeCam_2,0.674,0,1,1
EdgeCam_4,0.662,0,1,0
EdgeCam_4,0.339,0,0,0
EdgeCam_5,0.698,1,0,0
EdgeCam_4,0.323,0,1,0
EdgeCam_4,0.953,0,0,0
EdgeCam_5,0.757,0,0,0
EdgeCam_5,0.582,1,1,1
EdgeCam_2,0.476,1,0,1
EdgeCam_1,0.12,1,1,0
EdgeCam_5,0.691,0,0,1
EdgeCam_1,0.786,1,1,0
EdgeCam_1,0.327,0,0,1
EdgeCam_2,0.612,1,1,0
EdgeCam_2,0.162,1,0,1
EdgeCam_4,0.17,0,0,1
EdgeCam_2,0.375,1,1,1
EdgeCam_2,0.612,1,1,1
EdgeCam_4,0.849,1,0,0
EdgeCam_3,0.354,0,1,1
EdgeCam_4,0.644,1,1,1
EdgeCam_5,0.155,0,0,1
EdgeCam_5,0.601,0,0,0
EdgeCam_4,0.067,0,1,1
EdgeCam_4,0.274,1,1,0
EdgeCam_4,0.957,0,1,0
EdgeCam_4,0.617,0,0,1
EdgeCam_1,0.765,1,0,0
EdgeCam_5,0.879,1,1,1
EdgeCam_4,0.028,1,0,1
EdgeCam_2,0.386,0,1,1
EdgeCam_2,0.853,1,0,0
EdgeCam_4,0.038,0,1,1
EdgeCam_5,0.554,1,0,1
EdgeCam_3,0.81,0,0,1
EdgeCam_2,0.436,1,1,0
EdgeCam_2,0.836,1,0,0
EdgeCam_4,0.701,1,0,0
EdgeCam_2,0.261,0,1,1
EdgeCam_2,0.885,1,0,0
EdgeCam_4,0.836,0,0,0
EdgeCam_5,0.149,0,0,0
EdgeCam_2,0.953,1,0,1
EdgeCam_1,0.22,1,0,1
EdgeCam_2,0.523,1,1,1
EdgeCam_1,0.753,1,1,0
EdgeCam_1,0.897,1,0,0
EdgeCam_3,0.049,1,0,1
EdgeCam_3,0.615,1,0,0
EdgeCam_2,0.648,1,1,0
EdgeCam_5,0.502,0,0,0
EdgeCam_4,0.087,0,0,1
EdgeCam_1,0.344,1,0,1
EdgeCam_1,0.346,1,1,0
EdgeCam_3,0.05,1,1,0
EdgeCam_3,0.069,0,1,0
EdgeCam_5,0.246,0,1,0
EdgeCam_4,0.273,0,0,1
EdgeCam_4,0.494,1,1,0
EdgeCam_5,0.506,0,0,1
EdgeCam_4,0.728,1,1,0
EdgeCam_2,0.493,1,1,0
EdgeCam_2,0.253,0,1,0
EdgeCam_3,0.405,1,1,1
EdgeCam_1,0.708,1,1,0
EdgeCam_1,0.437,1,0,0
EdgeCam_3,0.044,0,1,1
EdgeCam_1,0.118,0,1,0
EdgeCam_2,0.408,0,1,0
EdgeCam_2,0.925,1,0,1
EdgeCam_2,0.217,0,1,1
EdgeCam_4,0.18,0,0,1
EdgeCam_3,0.859,0,0,0
EdgeCam_2,0.877,0,1,0
EdgeCam_5,0.995,0,1,1
EdgeCam_2,0.535,0,1,0
EdgeCam_5,0.277,0,0,0
EdgeCam_5,0.005,1,1,1
EdgeCam_4,0.005,1,1,0
EdgeCam_1,0.038,1,0,1
EdgeCam_1,0.22,1,1,1
EdgeCam_2,0.255,0,1,0
EdgeCam_1,0.139,0,1,0
EdgeCam_2,0.178,1,1,1
EdgeCam_2,0.221,1,1,1
EdgeCam_1,0.206,0,0,1
EdgeCam_5,0.132,1,1,0
EdgeCam_4,0.64,1,1,1
EdgeCam_1,0.999,0,0,0
EdgeCam_2,0.322,0,0,1
EdgeCam_1,0.048,1,0,0
EdgeCam_5,0.102,1,1,0
EdgeCam_1,0.168,0,0,1
EdgeCam_1,0.729,1,0,0
EdgeCam_4,0.572,0,0,1
EdgeCam_1,0.811,0,1,1
EdgeCam_4,0.038,1,1,1
EdgeCam_2,0.138,0,1,0
EdgeCam_1,0.876,1,1,0
EdgeCam_4,0.922,1,0,1
EdgeCam_3,0.277,1,1,1
EdgeCam_3,0.99,1,1,1
EdgeCam_2,0.681,0,1,0
EdgeCam_1,0.845,1,0,1
EdgeCam_2,0.9,0,1,0
EdgeCam_2,0.461,0,0,0
EdgeCam_4,0.116,0,1,0
EdgeCam_1,0.227,1,0,1
EdgeCam_3,0.473,0,1,0
EdgeCam_5,0.7,1,0,1
EdgeCam_1,0.432,1,1,0
EdgeCam_1,0.483,1,1,1
EdgeCam_2,0.228,1,0,0
EdgeCam_3,0.305,1,0,0
EdgeCam_5,0.289,0,1,1
EdgeCam_4,0.199,1,1,1
EdgeCam_3,0.871,1,0,1
EdgeCam_4,0.851,1,1,0
EdgeCam_5,0.143,0,0,0
EdgeCam_4,0.397,1,0,0
EdgeCam_2,0.842,1,0,1
EdgeCam_4,0.68,0,0,1
EdgeCam_5,0.923,0,1,0
EdgeCam_4,0.638,1,0,1
EdgeCam_1,0.253,0,0,0
EdgeCam_1,0.258,1,1,0
EdgeCam_5,0.504,0,1,0
EdgeCam_2,0.532,0,0,1
EdgeCam_2,0.489,0,0,0
EdgeCam_3,0.248,0,1,1
EdgeCam_4,0.212,1,1,1
EdgeCam_2,0.901,0,0,1
EdgeCam_2,0.16,0,1,1
EdgeCam_1,0.829,1,0,0
EdgeCam_5,0.071,1,1,1
EdgeCam_5,0.265,0,1,1
EdgeCam_5,0.623,1,1,0
EdgeCam_4,0.743,1,1,1
EdgeCam_2,0.379,1,0,0
EdgeCam_2,0.258,1,0,0
EdgeCam_3,0.498,0,0,0
EdgeCam_2,0.445,1,0,1
EdgeCam_3,0.004,1,0,0
EdgeCam_1,0.051,0,1,1
EdgeCam_5,0.888,1,0,0
EdgeCam_1,0.169,1,1,0
EdgeCam_2,0.228,0,1,1
EdgeCam_3,0.676,1,1,1
EdgeCam_5,0.083,0,0,0
EdgeCam_3,0.725,0,0,1
EdgeCam_2,0.674,1,1,1
EdgeCam_2,0.519,0,0,0
EdgeCam_2,0.948,1,0,1
EdgeCam_2,0.027,1,1,0
EdgeCam_3,0.622,0,1,0
EdgeCam_4,0.612,0,0,0
EdgeCam_1,0.189,0,0,0
EdgeCam_5,0.882,0,0,0
EdgeCam_1,0.216,0,1,1
EdgeCam_3,0.291,0,0,0
EdgeCam_4,0.066,0,0,1
EdgeCam_4,0.167,1,1,1
EdgeCam_4,0.812,0,1,0
EdgeCam_4,0.179,0,1,1
EdgeCam_2,0.583,0,1,0
EdgeCam_2,0.16,0,1,1
EdgeCam_3,0.703,0,1,0
EdgeCam_5,0.764,0,1,1
EdgeCam_2,0.035,0,1,1
EdgeCam_5,0.919,1,0,1
EdgeCam_4,0.5,1,0,0
EdgeCam_5,0.744,0,1,0
EdgeCam_2,0.063,1,1,0
EdgeCam_1,0.389,1,0,0
EdgeCam_3,0.831,0,1,1
EdgeCam_2,0.024,1,1,0
EdgeCam_3,0.763,1,0,1
EdgeCam_2,0.79,0,1,0
EdgeCam_2,0.012,1,0,1
EdgeCam_1,0.42,1,0,0
EdgeCam_5,0.131,0,0,1
EdgeCam_4,0.819,1,1,1
EdgeCam_3,0.638,0,0,1
EdgeCam_5,0.364,0,0,0
EdgeCam_5,0.758,0,1,1
EdgeCam_3,0.921,0,1,1
EdgeCam_4,0.609,0,0,1
EdgeCam_2,0.199,1,1,0
EdgeCam_1,0.18,0,0,1
EdgeCam_2,0.449,0,0,0
EdgeCam_3,0.812,0,0,1
EdgeCam_3,0.714,0,0,1
EdgeCam_1,0.211,1,0,1
EdgeCam_3,0.749,0,1,0
EdgeCam_2,0.765,1,1,0
EdgeCam_1,0.954,1,1,1
EdgeCam_5,0.029,0,0,1
EdgeCam_2,0.515,0,1,1
EdgeCam_4,0.501,0,1,0
EdgeCam_3,0.358,0,0,1
EdgeCam_4,0.695,1,0,1
EdgeCam_5,0.96,0,0,0
EdgeCam_4,0.97,0,1,0
EdgeCam_1,0.073,1,0,0
EdgeCam_2,0.721,0,0,1
EdgeCam_5,0.673,0,1,0
EdgeCam_4,0.522,0,1,1
EdgeCam_3,0.771,1,1,0
EdgeCam_1,0.15,1,0,1
EdgeCam_5,0.211,0,1,1
EdgeCam_1,0.395,1,0,1
EdgeCam_4,0.201,0,0,1
EdgeCam_5,0.17,0,1,0
EdgeCam_1,0.334,0,1,1
EdgeCam_3,0.913,1,0,0
EdgeCam_4,0.176,1,0,1
EdgeCam_4,0.398,1,1,0
EdgeCam_1,0.585,1,1,1
EdgeCam_1,0.658,1,1,1
EdgeCam_2,0.13,0,1,0
EdgeCam_3,0.285,1,0,1
EdgeCam_1,0.361,1,1,1
EdgeCam_2,0.069,0,1,1
EdgeCam_4,0.596,1,1,0
EdgeCam_4,0.118,1,1,1
EdgeCam_1,0.803,1,0,1
EdgeCam_1,0.657,1,1,1
EdgeCam_2,0.131,0,0,1
EdgeCam_3,0.123,0,1,1
EdgeCam_1,0.181,0,1,1
EdgeCam_3,0.88,0,1,1
EdgeCam_2,0.42,0,0,0
EdgeCam_5,0.59,1,0,0
EdgeCam_1,0.406,0,0,1
EdgeCam_5,0.942,0,1,0
EdgeCam_4,0.019,1,0,0
EdgeCam_3,0.692,0,0,0
EdgeCam_1,0.357,1,0,1
EdgeCam_5,0.142,0,1,0
EdgeCam_1,0.382,1,0,1
EdgeCam_3,0.731,0,1,1
EdgeCam_2,0.597,0,1,1
EdgeCam_2,0.128,1,0,0
EdgeCam_5,0.97,0,0,1
EdgeCam_4,0.713,1,1,0
EdgeCam_4,0.468,0,0,0
EdgeCam_5,0.149,0,1,0
EdgeCam_4,0.768,0,0,1
EdgeCam_1,0.762,1,1,1
EdgeCam_3,0.753,1,0,1
EdgeCam_5,0.278,0,0,1
EdgeCam_5,0.483,0,1,0
EdgeCam_1,0.449,1,1,1
EdgeCam_1,0.15,0,1,1
EdgeCam_1,0.393,1,0,0
EdgeCam_2,0.412,0,1,0
EdgeCam_3,0.43,0,1,0
EdgeCam_2,0.561,1,0,1
EdgeCam_3,0.635,1,1,0
EdgeCam_3,0.146,1,0,0
EdgeCam_4,0.009,1,1,0
EdgeCam_4,0.039,1,1,0
EdgeCam_2,0.992,1,1,0
EdgeCam_4,0.95,1,1,1
EdgeCam_2,0.799,0,0,0
EdgeCam_2,0.234,0,0,0
EdgeCam_3,0.46,0,1,1
EdgeCam_2,0.21,0,1,1
EdgeCam_5,0.245,1,1,0
EdgeCam_3,0.004,0,0,1
EdgeCam_3,0.106,1,1,0
EdgeCam_3,0.72,1,1,0
EdgeCam_1,0.167,0,0,1
EdgeCam_2,0.435,1,0,1
EdgeCam_3,0.88,1,0,1
EdgeCam_1,0.138,1,0,1
EdgeCam_2,0.584,1,1,0
EdgeCam_4,0.468,0,1,0
EdgeCam_3,0.984,1,0,1
EdgeCam_3,0.369,0,0,0
EdgeCam_1,0.467,0,0,0
EdgeCam_1,0.631,1,1,0
EdgeCam_2,0.336,0,1,1
EdgeCam_1,0.428,1,0,1
EdgeCam_3,0.086,0,0,1
EdgeCam_5,0.287,1,1,0
EdgeCam_3,0.302,0,0,1
EdgeCam_3,0.035,0,1,0
EdgeCam_5,0.653,0,0,1
EdgeCam_4,0.342,1,0,1
EdgeCam_3,0.435,0,1,0
EdgeCam_1,0.782,0,1,1
EdgeCam_3,0.134,1,0,1
EdgeCam_1,0.373,0,1,0
EdgeCam_3,0.486,1,1,0
EdgeCam_4,0.271,1,1,0
EdgeCam_3,0.623,0,0,0
EdgeCam_2,0.124,1,0,1
EdgeCam_2,0.671,1,1,1
EdgeCam_2,0.436,0,1,1
EdgeCam_2,0.971,1,0,0
EdgeCam_1,0.916,1,0,1
EdgeCam_5,0.601,1,0,1
EdgeCam_1,0.042,0,0,0
EdgeCam_5,0.723,1,1,0
EdgeCam_2,0.535,0,1,1
EdgeCam_4,0.637,0,1,1
EdgeCam_3,0.702,1,0,1
EdgeCam_5,0.766,1,0,0
EdgeCam_4,0.446,0,1,1
EdgeCam_4,0.983,0,1,0
EdgeCam_5,0.473,0,0,0
EdgeCam_5,0.729,0,0,0
EdgeCam_5,0.488,0,0,1
EdgeCam_5,0.929,0,0,0
EdgeCam_5,0.909,0,1,0
EdgeCam_5,0.429,1,0,1
EdgeCam_3,0.206,1,0,1
EdgeCam_3,0.784,0,0,1
EdgeCam_5,0.179,1,1,0
EdgeCam_5,0.735,0,0,1
EdgeCam_2,0.118,0,1,1
EdgeCam_5,0.074,0,1,1
EdgeCam_5,0.12,0,0,1
EdgeCam_5,0.836,0,0,1
EdgeCam_1,0.038,1,0,1
EdgeCam_3,0.365,0,0,1
EdgeCam_3,0.341,1,1,1
EdgeCam_2,0.596,0,1,1
EdgeCam_2,0.106,0,1,0
EdgeCam_3,0.57,0,1,1
EdgeCam_3,0.952,0,0,0
EdgeCam_5,0.963,1,0,0
EdgeCam_5,0.833,1,1,1
EdgeCam_1,0.145,0,0,1
EdgeCam_3,0.569,0,0,1
EdgeCam_3,0.246,1,1,1
EdgeCam_2,0.256,1,0,1
EdgeCam_4,0.245,0,0,0
EdgeCam_5,0.226,0,0,0
EdgeCam_4,0.642,1,0,0
EdgeCam_4,0.361,1,1,1
EdgeCam_5,0.744,1,0,0
EdgeCam_5,0.813,0,1,1
EdgeCam_2,0.661,1,0,1
EdgeCam_4,0.751,1,0,1
EdgeCam_3,0.422,1,0,0
EdgeCam_4,0.184,0,0,0
EdgeCam_5,0.956,1,0,1
EdgeCam_4,0.765,1,0,0
EdgeCam_1,0.389,0,0,1
EdgeCam_5,0.225,0,0,0
EdgeCam_1,0.98,1,1,1
EdgeCam_4,0.416,0,0,1
EdgeCam_5,0.032,0,1,1
EdgeCam_2,0.449,0,0,1
EdgeCam_2,0.004,0,0,0
EdgeCam_1,0.344,1,0,1
EdgeCam_3,0.872,1,1,1
EdgeCam_4,0.687,0,0,1
EdgeCam_2,0.634,1,0,0
EdgeCam_2,0.252,0,0,1
EdgeCam_5,0.078,1,0,0
EdgeCam_1,0.678,0,0,1
EdgeCam_3,0.197,0,1,0
EdgeCam_2,0.156,1,1,1
EdgeCam_2,0.792,0,1,1
EdgeCam_1,0.839,1,1,0
EdgeCam_5,0.335,1,1,1
EdgeCam_5,0.577,1,0,0
EdgeCam_2,0.593,1,1,0
EdgeCam_1,0.686,1,1,0
EdgeCam_5,0.166,0,0,1
EdgeCam_2,0.251,1,1,1
EdgeCam_2,0.674,0,0,1
EdgeCam_3,0.602,1,0,1
EdgeCam_4,0.259,0,0,1
EdgeCam_3,0.587,1,0,0
EdgeCam_3,0.61,1,1,0
EdgeCam_5,0.827,1,1,0
EdgeCam_4,0.091,0,1,0
EdgeCam_2,0.304,1,1,0
EdgeCam_4,0.287,0,0,1
EdgeCam_3,0.008,0,1,1
EdgeCam_5,0.284,0,0,0
EdgeCam_5,0.143,0,1,0
EdgeCam_5,0.692,0,1,1
EdgeCam_1,0.611,1,1,0
EdgeCam_5,0.986,1,0,0
EdgeCam_5,0.494,0,1,0
EdgeCam_4,0.168,0,0,1
EdgeCam_3,0.931,1,0,0
EdgeCam_4,0.332,1,0,1
EdgeCam_3,0.914,1,0,1
EdgeCam_1,0.519,1,0,0
EdgeCam_5,0.108,1,1,0
EdgeCam_1,0.726,1,0,0
EdgeCam_4,0.923,0,1,1
EdgeCam_2,0.919,0,1,1
EdgeCam_5,0.862,1,0,0
EdgeCam_2,0.254,1,1,0
EdgeCam_4,0.024,1,1,0
EdgeCam_5,0.047,0,0,0
EdgeCam_1,0.217,1,0,1
EdgeCam_1,0.784,0,0,1
EdgeCam_3,0.376,0,1,0
EdgeCam_3,0.539,0,0,0
EdgeCam_3,0.191,0,1,1
EdgeCam_5,0.743,0,0,0
EdgeCam_3,0.839,0,0,1
EdgeCam_3,0.17,1,0,0
EdgeCam_1,0.392,1,1,0
EdgeCam_3,0.378,1,0,0
EdgeCam_3,0.11,0,1,0
EdgeCam_4,0.485,0,1,1
EdgeCam_4,0.644,1,1,1
EdgeCam_4,0.088,0,0,1
EdgeCam_5,0.688,1,1,0
EdgeCam_5,0.685,0,1,0
EdgeCam_4,0.139,1,0,0
EdgeCam_2,0.935,1,0,1
EdgeCam_5,0.807,1,0,0
EdgeCam_3,0.415,0,0,0
EdgeCam_4,0.617,0,1,1
EdgeCam_3,0.654,1,1,1
EdgeCam_4,0.126,0,1,0
EdgeCam_2,0.309,1,1,1
EdgeCam_5,0.355,0,0,1
EdgeCam_4,0.59,0,1,1
EdgeCam_1,0.221,0,1,1
EdgeCam_5,0.147,1,1,1
EdgeCam_5,0.744,0,1,1
EdgeCam_2,0.997,0,1,1
EdgeCam_4,0.131,1,0,0
EdgeCam_4,0.05,0,1,1
EdgeCam_3,0.661,0,0,1
EdgeCam_1,0.418,1,1,0
EdgeCam_5,0.852,0,1,0
EdgeCam_4,0.784,0,0,0
EdgeCam_1,0.14,1,1,1
EdgeCam_5,0.026,0,1,1
EdgeCam_3,0.91,0,1,1
EdgeCam_2,0.112,1,1,0
EdgeCam_2,0.688,1,0,0
EdgeCam_1,0.275,1,0,0
EdgeCam_4,0.728,1,0,1
EdgeCam_2,0.221,1,1,0
EdgeCam_4,0.45,1,1,0
EdgeCam_1,0.776,0,0,1
EdgeCam_2,0.465,1,1,1
EdgeCam_5,0.038,0,1,0
EdgeCam_4,0.462,0,1,0
EdgeCam_3,0.028,1,0,1
EdgeCam_1,0.767,1,0,0
EdgeCam_5,0.833,0,0,0
EdgeCam_4,0.898,1,0,0
EdgeCam_4,0.248,0,0,0
EdgeCam_1,0.088,1,0,1
EdgeCam_3,0.471,1,1,1
EdgeCam_1,0.892,0,0,0
EdgeCam_2,0.143,1,0,1
EdgeCam_2,0.004,1,0,0
EdgeCam_5,0.748,0,1,0
EdgeCam_1,0.578,1,1,1
EdgeCam_4,0.56,1,0,1
